gene_id	gene_name	acronym	geneProduct	chr	strand	start	end	A256_logFC	A256_FDR	A256_sig	A485_logFC	A485_FDR	A485_sig	A86_logFC	A86_FDR	A86_sig	A86256_logFC	A86256_FDR	A86256_sig	A86485_logFC	A86485_FDR	A86485_sig	dnf2_logFC	dnf2_FDR	dnf2_sig
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0461601	MtrunA17Chr6g0461601	MtBG32	beta-1,3-Glucanase 32	medtr.A17.gnm5.MtrunA17Chr6	-	10728749	10732679	1.24412214878403	0.927577229278044	NS	1.80689658690128	0.43599331750879	NS	1.36109309216936	0.999999979788073	NS	1.34751591495099	0.770569121948125	NS	1.09668651707741	1	NS	1.48859894220904	0.671658821354983	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0461641	MtrunA17Chr6g0461641			medtr.A17.gnm5.MtrunA17Chr6	-	10769415	10773250	-1.66138219496317	0.268010041936385	NS	-3.05182356241919	0.0143762561558156	DOWN	-1.38020190959639	0.786595555846556	NS	-1.97011224198529	0.115496733061842	NS	-0.692114419884678	1	NS	-1.65322169636245	0.228424998761637	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0461651	MtrunA17Chr6g0461651			medtr.A17.gnm5.MtrunA17Chr6	+	10783750	10786700	-2.9356249532777	0.00925071738296024	DOWN	-1.91270615624856	0.112698033050653	NS	-2.17096263748153	0.119037603742246	NS	-1.01930879549383	0.837648035752956	NS	-0.216161564439542	1	NS	-0.521610620946092	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0461661	MtrunA17Chr6g0461661			medtr.A17.gnm5.MtrunA17Chr6	-	10793894	10796558	-0.658418174529609	1	NS	-0.843333168056168	1	NS	-0.877366426077973	0.999999979788073	NS	0.0172052954835153	1	NS	-1.47680056138647	0.663740051719281	NS	-0.774522391589724	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0461671	MtrunA17Chr6g0461671			medtr.A17.gnm5.MtrunA17Chr6	-	10805560	10814601	-0.451365068854396	1	NS	-0.724739381357789	1	NS	-0.314419560313043	0.999999979788073	NS	-0.44473941169403	1	NS	0.101117791343841	1	NS	-0.231313188320932	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0461681	MtrunA17Chr6g0461681			medtr.A17.gnm5.MtrunA17Chr6	-	10815241	10820289	-0.0936389891687953	1	NS	0.0445427726610337	1	NS	-0.0878418749611765	0.999999979788073	NS	0.240593341850234	1	NS	-0.183088111456949	1	NS	-0.402863396822409	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0461701	MtrunA17Chr6g0461701			medtr.A17.gnm5.MtrunA17Chr6	+	10827574	10834229	-0.0071798809428211	1	NS	-0.213794404387424	1	NS	0.00418426721850333	0.999999979788073	NS	0.076111808090105	1	NS	0.109380651903581	1	NS	-0.53610048859645	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0461741	MtrunA17Chr6g0461741			medtr.A17.gnm5.MtrunA17Chr6	-	10869015	10874494	0.736398425431114	1	NS	0.356075081116579	1	NS	0.611582323576615	0.999999979788073	NS	0.541650018287109	1	NS	-0.16974953236665	1	NS	-0.0075071624034559	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0461751	MtrunA17Chr6g0461751			medtr.A17.gnm5.MtrunA17Chr6	-	10876374	10879818	-0.625823620238527	1	NS	-0.813021349571656	1	NS	-0.296378314575083	0.999999979788073	NS	-0.349130424614895	1	NS	-0.650907761548279	1	NS	-0.390532460265631	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0461791	MtrunA17Chr6g0461791			medtr.A17.gnm5.MtrunA17Chr6	-	10904719	10912780	-1.14162778849803	0.645693865145845	NS	-1.57902272958841	0.124591706103585	NS	-0.631219216788937	0.999999979788073	NS	-1.60363063416098	0.104535762737259	NS	0.00819104175637578	1	NS	0.131589098851187	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0461841	MtrunA17Chr6g0461841			medtr.A17.gnm5.MtrunA17Chr6	+	10936020	10943363	-0.749774223009991	1	NS	-1.24466537621484	0.339687504429234	NS	-0.843556711231864	0.999999979788073	NS	-1.547743199291	0.0568119924630573	NS	-0.41571175415562	1	NS	-0.400141022239441	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0461871	MtrunA17Chr6g0461871			medtr.A17.gnm5.MtrunA17Chr6	-	10960879	10966721	-0.101767975106014	1	NS	0.0116359157685672	1	NS	-0.37344658102175	0.999999979788073	NS	0.143646631241618	1	NS	-0.143639957935385	1	NS	0.560684264760318	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0461901	MtrunA17Chr6g0461901			medtr.A17.gnm5.MtrunA17Chr6	+	11028835	11037731	0.511036448615089	1	NS	0.635767310683698	1	NS	-0.027215645549224	0.999999979788073	NS	0.458908493353158	1	NS	-0.233470909855384	1	NS	0.0911570287888606	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0461931	MtrunA17Chr6g0461931			medtr.A17.gnm5.MtrunA17Chr6	-	11048550	11050560	-0.638856345127832	1	NS	-0.508424888939526	1	NS	0.0197671965453816	0.999999979788073	NS	-1.02636594512774	0.823592839367543	NS	-0.189016680361259	1	NS	-0.321693109854906	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0461941	MtrunA17Chr6g0461941			medtr.A17.gnm5.MtrunA17Chr6	+	11060061	11062121	0.538376633052135	1	NS	0.594487792556348	1	NS	0.433631305487745	0.999999979788073	NS	1.60309678899464	0.222295074188176	NS	-0.58483615872918	1	NS	1.10107239230451	0.798428477718232	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0461951	MtrunA17Chr6g0461951			medtr.A17.gnm5.MtrunA17Chr6	-	11065505	11073399	1.00162576217473	0.912014465638766	NS	0.803057346381132	1	NS	0.826963743822673	0.999999979788073	NS	0.791565216327187	1	NS	-0.856126022029608	1	NS	-0.597589406453343	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0461971	MtrunA17Chr6g0461971			medtr.A17.gnm5.MtrunA17Chr6	+	11098308	11104433	-0.300601790001124	1	NS	-0.397149222857827	1	NS	-0.143989908878871	0.999999979788073	NS	-0.575409515714633	1	NS	0.172204983952543	1	NS	0.24293570794581	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0461981	MtrunA17Chr6g0461981			medtr.A17.gnm5.MtrunA17Chr6	+	11105699	11108837	0.96409370906797	1	NS	1.89953877609872	0.318959116151348	NS	2.2651632232211	0.298069710730945	NS	-1.09309887765764	1	NS	1.2728627132043	1	NS	3.49203048755538	0.00461838949473831	UP
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0461991	MtrunA17Chr6g0461991			medtr.A17.gnm5.MtrunA17Chr6	-	11114803	11124999	0.975990016182002	0.99577905398236	NS	1.04749284043411	0.721724016318593	NS	0.710174055366764	0.999999979788073	NS	1.11870603965855	0.478028374809792	NS	-0.304431694614045	1	NS	0.364652709474478	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0462001	MtrunA17Chr6g0462001			medtr.A17.gnm5.MtrunA17Chr6	-	11126689	11128749	0.0628777509676973	1	NS	0.357099936833212	1	NS	0.195585551087936	0.999999979788073	NS	0.277011351944625	1	NS	0.034460713249989	1	NS	0.30996185892966	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0462021	MtrunA17Chr6g0462021			medtr.A17.gnm5.MtrunA17Chr6	+	11157162	11161923	-0.546271586693062	1	NS	-0.499574383827037	1	NS	-0.173438272504039	0.999999979788073	NS	-0.251165764296771	1	NS	0.0799306603870783	1	NS	-0.0591818357984372	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0462041	MtrunA17Chr6g0462041			medtr.A17.gnm5.MtrunA17Chr6	-	11167003	11171674	-0.64776288677516	1	NS	-0.37375607105261	1	NS	-0.0283673446580897	0.999999979788073	NS	-0.193200624849978	1	NS	-2.24527705525309	0.000571935635184202	DOWN	-2.42125188294096	8.49705818259323e-05	DOWN
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0462051	MtrunA17Chr6g0462051			medtr.A17.gnm5.MtrunA17Chr6	-	11173127	11179843	2.24890350352861	0.00185811001655276	UP	2.42242105275717	0.000622336235639553	UP	1.98916858680201	0.0217099202432198	UP	2.30421271866651	0.00113720630519623	UP	0.673330174535772	1	NS	2.1185124684086	0.00221766271325499	UP
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0462061	MtrunA17Chr6g0462061			medtr.A17.gnm5.MtrunA17Chr6	-	11190018	11192434	1.98151816601286	0.463525401615803	NS	2.48132684718755	0.194492395677326	NS	2.31147004228178	0.477593641748331	NS	3.14462487741167	0.043088171740012	UP	0.981202952644113	1	NS	0.989883116565668	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0462071	MtrunA17Chr6g0462071			medtr.A17.gnm5.MtrunA17Chr6	+	11199026	11211126	1.12851363249388	0.467532250728484	NS	1.22426932541684	0.227079484271321	NS	0.38722501249791	0.999999979788073	NS	1.13205539742618	0.417913420421904	NS	-0.378165127197077	1	NS	0.192597274976397	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0462121	MtrunA17Chr6g0462121			medtr.A17.gnm5.MtrunA17Chr6	-	11243808	11249763	0.35217777905886	1	NS	0.289451823403115	1	NS	0.563127046890169	0.999999979788073	NS	0.69446032688162	1	NS	0.362934245974092	1	NS	-0.215801905557502	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0462171	MtrunA17Chr6g0462171			medtr.A17.gnm5.MtrunA17Chr6	+	11267117	11270883	-0.512944774788422	1	NS	-0.27695884593185	1	NS	-0.281929497059538	0.999999979788073	NS	-0.437180525993177	1	NS	-0.0104427665344509	1	NS	-0.34838216009907	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0462181	MtrunA17Chr6g0462181			medtr.A17.gnm5.MtrunA17Chr6	-	11271855	11279140	-1.13324683828566	0.677803170369551	NS	-0.962297680192918	0.945704206980536	NS	-0.505052484523985	0.999999979788073	NS	-1.20064240624111	0.525477502582972	NS	-0.154334796426466	1	NS	-0.635958090066308	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0462191	MtrunA17Chr6g0462191			medtr.A17.gnm5.MtrunA17Chr6	-	11280675	11284456	-1.29841317680473	0.589189037546364	NS	-0.930155766456707	0.969264246953207	NS	-0.0953461906904556	0.999999979788073	NS	-1.02404309931628	0.829588645958315	NS	1.33169871218586	0.553663487224999	NS	0.786564517984163	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0462271	MtrunA17Chr6g0462271			medtr.A17.gnm5.MtrunA17Chr6	-	11309667	11309918	3.16243432589232	0.0458988715840873	UP	2.19917087535767	0.313453916747226	NS	3.51738796819069	0.0451427686273679	UP	2.84199419190589	0.0840055481238026	NS	-0.594297966958934	1	NS	2.4195753383919	0.183920857802717	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0462291	MtrunA17Chr6g0462291			medtr.A17.gnm5.MtrunA17Chr6	-	11325589	11326510	2.88938637956505	0.227740564440235	NS	2.53403319222475	0.370061819431698	NS	2.70863935869727	0.510551584081125	NS	2.63267562099787	0.298594418932981	NS	-2.18141865832686	1	NS	3.8553999645437	0.0225077991545813	UP
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0462311	MtrunA17Chr6g0462311			medtr.A17.gnm5.MtrunA17Chr6	-	11346663	11347548	5.04773078943616	0.00104220803987724	UP	4.56425841041103	0.00351358390020613	UP	3.89596034114106	0.0457684205358721	UP	4.89472365350538	0.00135001246358594	UP	0.357972627572585	1	NS	5.65114442316276	8.77372887200102e-05	UP
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0462331	MtrunA17Chr6g0462331			medtr.A17.gnm5.MtrunA17Chr6	+	11351846	11354694	-0.353774453415775	1	NS	0.748492547946907	1	NS	-0.758914913766313	0.999999979788073	NS	0.660711832232509	1	NS	1.53109971829705	0.403036787632333	NS	1.26495916144884	0.563377759354165	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0462391	MtrunA17Chr6g0462391			medtr.A17.gnm5.MtrunA17Chr6	-	11389170	11392693	1.00505177435699	0.901350453313172	NS	1.06976221600516	0.776153103400838	NS	0.75951132097446	0.999999979788073	NS	1.2872180570609	0.458985350566572	NS	0.559953689913522	1	NS	0.965482879583943	0.98481522289507	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0462401	MtrunA17Chr6g0462401			medtr.A17.gnm5.MtrunA17Chr6	-	11393572	11404223	0.690262617990521	1	NS	0.842621880881884	1	NS	0.000951317152158472	0.999999979788073	NS	0.36358677628807	1	NS	-0.451816556829242	1	NS	0.0324725253369071	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0462411	MtrunA17Chr6g0462411			medtr.A17.gnm5.MtrunA17Chr6	+	11401545	11414892	0.680460422506917	1	NS	0.766279188423639	1	NS	0.356701263776634	0.999999979788073	NS	0.451713606261081	1	NS	-0.213292953855876	1	NS	0.103934867544639	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0462421	MtrunA17Chr6g0462421			medtr.A17.gnm5.MtrunA17Chr6	-	11416983	11421668	1.03121851571639	0.806567166688566	NS	0.938055638192854	1	NS	0.346579578308852	0.999999979788073	NS	1.1424696708218	0.432175331259135	NS	0.0357396043547196	1	NS	-0.0403367132331166	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0462431	MtrunA17Chr6g0462431			medtr.A17.gnm5.MtrunA17Chr6	+	11433049	11442968	0.280708495337196	1	NS	0.279324528485803	1	NS	0.274375161883529	0.999999979788073	NS	0.494712284422273	1	NS	-0.140245542563159	1	NS	0.0300543768866248	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0462441	MtrunA17Chr6g0462441			medtr.A17.gnm5.MtrunA17Chr6	+	11447951	11459032	0.201304343286794	1	NS	0.186690348155498	1	NS	0.0272625670376753	0.999999979788073	NS	0.320970040623417	1	NS	0.11495165338691	1	NS	-0.106937833003964	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0462451	MtrunA17Chr6g0462451	MtSUT1.4	sucrose transporter	medtr.A17.gnm5.MtrunA17Chr6	+	11491114	11493857	1.2434697474231	0.528013249700267	NS	0.471682998285778	1	NS	1.60629971951022	0.298069710730945	NS	-0.169322369359891	1	NS	-2.75842717455964	0.0158661860444837	DOWN	-2.55765606637238	0.0148333503834885	DOWN
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0462461	MtrunA17Chr6g0462461			medtr.A17.gnm5.MtrunA17Chr6	+	11496686	11498022	-1.2059973787911	0.61802632646581	NS	-1.3526164231924	0.422586093695381	NS	-0.601933340453449	0.999999979788073	NS	-1.06019740994528	0.772013791217256	NS	-3.49368057876232	0.00122608111774228	DOWN	-4.97284266412706	7.08624130338781e-05	DOWN
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0462491	MtrunA17Chr6g0462491			medtr.A17.gnm5.MtrunA17Chr6	+	11505757	11507778	0.427433579463839	1	NS	0.408120499468894	1	NS	-0.222203886968525	0.999999979788073	NS	0.373231198780809	1	NS	-0.255801489412175	1	NS	0.0446164472834714	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0462501	MtrunA17Chr6g0462501			medtr.A17.gnm5.MtrunA17Chr6	+	11507780	11514250	0.192071144110436	1	NS	0.441567912035034	1	NS	0.384652990337196	0.999999979788073	NS	0.724785826877838	1	NS	0.00242713866560294	1	NS	-0.151672728291177	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0462511	MtrunA17Chr6g0462511			medtr.A17.gnm5.MtrunA17Chr6	+	11514252	11516002	0.101315903851139	1	NS	0.60981654458536	1	NS	0.649924933131686	0.999999979788073	NS	0.755971488615352	1	NS	-0.0207492733031475	1	NS	0.034404313920053	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0462541	MtrunA17Chr6g0462541			medtr.A17.gnm5.MtrunA17Chr6	+	11561164	11563225	0.100674087139871	1	NS	-0.332196313491692	1	NS	0.245874799981106	0.999999979788073	NS	-0.428752305063046	1	NS	1.57833701695089	0.0322483314640078	UP	1.43944712289819	0.0614340370969023	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0462551	MtrunA17Chr6g0462551			medtr.A17.gnm5.MtrunA17Chr6	+	11577679	11579537	2.23478573872915	0.0477970764004813	UP	2.39914718488274	0.0274665062952883	UP	1.27838417187194	0.958208881479778	NS	2.31878050829324	0.0332252337714849	UP	1.01615578591395	1	NS	3.13890365910114	0.00211412191963322	UP
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0462571	MtrunA17Chr6g0462571			medtr.A17.gnm5.MtrunA17Chr6	+	11620678	11622755	2.66076356609749	0.000641115787463025	UP	3.20683208562577	8.29119398579954e-05	UP	1.23636895594917	0.817524189291459	NS	3.27144870716947	6.09928352360253e-05	UP	1.07753749677085	1	NS	1.53726664525381	0.140376184691592	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0462581	MtrunA17Chr6g0462581			medtr.A17.gnm5.MtrunA17Chr6	-	11634503	11640816	-0.451432841707086	1	NS	-0.0525639199669473	1	NS	-0.10161447864016	0.999999979788073	NS	0.239949428233048	1	NS	-1.17718915599892	0.398739743950427	NS	-0.985556351391504	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0462601	MtrunA17Chr6g0462601			medtr.A17.gnm5.MtrunA17Chr6	-	11673614	11676475	-1.93725135043608	0.113316737132957	NS	-2.03642865287258	0.083177428327943	NS	-1.77429731707926	0.313476517510035	NS	-1.76384633871879	0.15679481969189	NS	-0.325161699866187	1	NS	-0.0115249236165192	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0462611	MtrunA17Chr6g0462611			medtr.A17.gnm5.MtrunA17Chr6	-	11696982	11698853	2.87667044155812	0.0886509173510627	NS	1.85614453761293	0.554903164313887	NS	1.51508892313284	0.999999979788073	NS	2.13052125936947	0.346231620017493	NS	-0.266850157426112	1	NS	4.04762820683365	0.00132295533407852	UP
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0462681	MtrunA17Chr6g0462681			medtr.A17.gnm5.MtrunA17Chr6	-	11737261	11740505	1.14708240152928	0.757665274455066	NS	1.39031789157884	0.46208581939985	NS	1.01196804922509	0.999999979788073	NS	1.65045412681109	0.23931381409814	NS	-0.655915915753056	1	NS	1.58526881816952	0.298616831561837	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0462711	MtrunA17Chr6g0462711			medtr.A17.gnm5.MtrunA17Chr6	-	11746399	11750372	-0.476385234712099	1	NS	-0.0382870681134693	1	NS	-0.020843144671463	0.999999979788073	NS	0.577672179253155	1	NS	-0.0868851065273525	1	NS	0.881969274062143	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0462731	MtrunA17Chr6g0462731			medtr.A17.gnm5.MtrunA17Chr6	+	11778782	11780184	0.4912104475452	1	NS	0.233254923286549	1	NS	0.791169617067714	0.999999979788073	NS	0.854160527320369	1	NS	0.201619286856227	1	NS	-0.527332336153454	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0462741	MtrunA17Chr6g0462741			medtr.A17.gnm5.MtrunA17Chr6	+	11780792	11782804	1.36986062193796	0.605148133686433	NS	2.03120706131564	0.139302050226225	NS	1.75230722935999	0.505836423487944	NS	2.13912494897673	0.0948546448249428	NS	1.80869186777835	0.320583771624376	NS	0.74908138521292	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0462771	MtrunA17Chr6g0462771			medtr.A17.gnm5.MtrunA17Chr6	-	11813477	11817607	-0.0164423398962096	1	NS	0.680995002326631	1	NS	0.134732608100796	0.999999979788073	NS	1.55649589952414	0.291081687203889	NS	-0.114664363616821	1	NS	1.05817808753478	0.881751641847911	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0462831	MtrunA17Chr6g0462831			medtr.A17.gnm5.MtrunA17Chr6	+	11867545	11869445	-0.196877619111367	1	NS	-1.23766693037195	0.638511089765757	NS	0.268083899663168	0.999999979788073	NS	-0.762111373850162	1	NS	-3.80707814203457	0.00657678332972863	DOWN	-4.28008620151228	0.00206575412544695	DOWN
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0462841	MtrunA17Chr6g0462841			medtr.A17.gnm5.MtrunA17Chr6	+	11870425	11874860	-0.792781258334174	1	NS	-0.416807827987645	1	NS	-0.466251480542784	0.999999979788073	NS	-0.169593542101904	1	NS	-2.5467274983206	0.000128104476874438	DOWN	-1.69064996910993	0.0102232436116524	DOWN
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0462851	MtrunA17Chr6g0462851			medtr.A17.gnm5.MtrunA17Chr6	-	11871940	11872914	-1.12668281632143	0.703198534084478	NS	-0.792294323171552	1	NS	-0.530159436983289	0.999999979788073	NS	-0.814054926092527	1	NS	-2.18137310179464	0.0243300114953348	DOWN	-2.60923521747928	0.00263396441548839	DOWN
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0462881	MtrunA17Chr6g0462881			medtr.A17.gnm5.MtrunA17Chr6	+	11907059	11912183	-1.41884837699235	0.303468805075045	NS	-1.36606686827827	0.341329478289807	NS	-1.416674914332	0.536427930102964	NS	-0.916702318929047	0.98520680756964	NS	-0.57405372629861	1	NS	-0.8430613646996	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0462891	MtrunA17Chr6g0462891			medtr.A17.gnm5.MtrunA17Chr6	+	11929500	11934941	-0.940715989689492	1	NS	-0.659637791242989	1	NS	-1.03451935548429	0.999999979788073	NS	-0.513966787115165	1	NS	0.682059516795779	1	NS	0.6685259012798	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0463001	MtrunA17Chr6g0463001			medtr.A17.gnm5.MtrunA17Chr6	-	12006055	12007584	-2.83792804258137	0.188057603269283	NS	-1.85454221321381	0.450542623093201	NS	-1.67883603664041	0.871212944734237	NS	-1.93918610905792	0.382305847720563	NS	-0.673873585802598	1	NS	-0.126314135674178	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0463011	MtrunA17Chr6g0463011	MtNCR322	Nodule-specific Cysteine-Rich peptide	medtr.A17.gnm5.MtrunA17Chr6	-	12018525	12019121	-0.0545883568939693	1	NS	-1.56412522293365	0.337177022004367	NS	0.142754076640089	0.999999979788073	NS	-1.08851268821358	0.755066672731895	NS	0.0399955858278844	1	NS	0.366473157996141	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0463021	MtrunA17Chr6g0463021			medtr.A17.gnm5.MtrunA17Chr6	-	12031295	12032125	-0.29760343822339	1	NS	0.414459640747941	1	NS	0.191493735968167	0.999999979788073	NS	0.182993061697994	1	NS	-2.32550717528417	0.130668832506379	NS	-4.32812759761895	0.00525855557052887	DOWN
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0463031	MtrunA17Chr6g0463031			medtr.A17.gnm5.MtrunA17Chr6	-	12032897	12037279	-1.21355997895688	0.63859095993436	NS	-0.900958532820607	1	NS	-0.668103926820951	0.999999979788073	NS	-1.02834232307136	0.829607409173423	NS	-3.1353124394093	0.003569305573623	DOWN	-3.12595226311956	0.00175186669021867	DOWN
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0463101	MtrunA17Chr6g0463101			medtr.A17.gnm5.MtrunA17Chr6	+	12143515	12150603	-0.612936144313711	1	NS	-1.14858614161955	0.51188842434664	NS	-0.47826166898944	0.999999979788073	NS	-1.21607364904056	0.359521595372965	NS	0.927809738095061	1	NS	0.927974912441285	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0463111	MtrunA17Chr6g0463111			medtr.A17.gnm5.MtrunA17Chr6	-	12152555	12155849	-0.253549145720767	1	NS	-0.0561066910097348	1	NS	0.298554676148322	0.999999979788073	NS	0.0842937009866854	1	NS	1.40714117171661	0.366879789944503	NS	0.580736948122407	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0463121	MtrunA17Chr6g0463121			medtr.A17.gnm5.MtrunA17Chr6	+	12166728	12175186	0.849104816376965	1	NS	-0.279722628501235	1	NS	0.351158179563152	0.999999979788073	NS	-0.414941687884765	1	NS	1.1121920887567	1	NS	1.3508210433574	0.432747673138558	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0463131	MtrunA17Chr6g0463131			medtr.A17.gnm5.MtrunA17Chr6	-	12179811	12186902	-1.0801205275193	0.764623599336693	NS	-0.703107108841634	1	NS	-1.21226915774151	0.876914064751585	NS	-0.894123784591777	1	NS	0.202294037756805	1	NS	1.07934410652142	0.766446771652985	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0463161	MtrunA17Chr6g0463161			medtr.A17.gnm5.MtrunA17Chr6	-	12233914	12236313	0.85072700600472	1	NS	0.777887585033432	1	NS	0.451157602203272	0.999999979788073	NS	1.1837864952195	0.405976973810717	NS	-0.436048075582751	1	NS	-0.834177323784268	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0463171	MtrunA17Chr6g0463171			medtr.A17.gnm5.MtrunA17Chr6	-	12236315	12239422	1.16733538004893	0.467607004705279	NS	1.24084500480508	0.304657999530819	NS	0.322884425609634	0.999999979788073	NS	1.12936731312052	0.511821819956955	NS	-0.435952717629564	1	NS	-0.812455443764485	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0463181	MtrunA17Chr6g0463181			medtr.A17.gnm5.MtrunA17Chr6	-	12257046	12264163	0.421640129220842	1	NS	0.666905726273901	1	NS	-0.362099000431373	0.999999979788073	NS	0.544605792210531	1	NS	-0.0419322330048085	1	NS	0.0743945147868928	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0463241	MtrunA17Chr6g0463241			medtr.A17.gnm5.MtrunA17Chr6	-	12339223	12345109	-0.383271807991292	1	NS	-0.35918261444925	1	NS	-0.496053482006245	0.999999979788073	NS	-0.37348175972463	1	NS	-0.149069777164054	1	NS	-0.400626486690335	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0463271	MtrunA17Chr6g0463271			medtr.A17.gnm5.MtrunA17Chr6	-	12376390	12380697	-0.48756119642633	1	NS	-0.460409472900504	1	NS	-0.631578918842462	0.999999979788073	NS	0.117283373102121	1	NS	0.458309561306548	1	NS	-0.557991339135496	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0463351	MtrunA17Chr6g0463351			medtr.A17.gnm5.MtrunA17Chr6	-	12495115	12497402	-0.888871184042479	1	NS	-0.140276688660816	1	NS	-0.48751672646566	0.999999979788073	NS	-0.75445263125991	1	NS	0.321201655781362	1	NS	-0.0581882804804888	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0463371	MtrunA17Chr6g0463371			medtr.A17.gnm5.MtrunA17Chr6	+	12538693	12549053	0.866493890092884	1	NS	0.94693150362386	1	NS	0.441219676700718	0.999999979788073	NS	0.850379889848871	1	NS	-0.646842835152551	1	NS	0.180066256288092	1	NS
medtr.A17.gnm5.ann1_6.MtrunA17Chr6g0463381	MtrunA17Chr6g0463381			medtr.A17.gnm5.MtrunA17Chr6	-	12562374	12565017	-0.138180284787566	1	NS	-0.372684837726995	1	NS	0.026243837164533	0.999999979788073	NS	-0.206394173647238	1	NS	-0.365436364459487	1	NS	-1.20352393793726	0.32963859915392	NS
