ID,iptm,ptm,ranking_score,fraction_disordered
096_108,0.44,0.78,0.51,0.0
096_334,0.18,0.5,0.27,0.05
096_151,0.18,0.55,0.26,0.01
096_116,0.15,0.5,0.22,0.0
096_558,0.12,0.56,0.24,0.07
096_284,0.19,0.72,0.3,0.0
096_424,0.16,0.55,0.25,0.01
096_612,0.19,0.55,0.27,0.01
096_271,0.26,0.54,0.34,0.05
096_360,0.89,0.87,0.89,0.01
096_128,0.16,0.55,0.24,0.0
096_548,0.15,0.66,0.26,0.02
096_392,0.14,0.58,0.25,0.04
096_030,0.45,0.65,0.5,0.02
096_531,0.16,0.65,0.26,0.01
096_181,0.2,0.61,0.29,0.01
096_416,0.17,0.39,0.23,0.03
096_217,0.13,0.59,0.23,0.01
096_410,0.55,0.73,0.58,0.0
096_540,0.3,0.77,0.45,0.12
096_043,0.17,0.69,0.28,0.02
096_439,0.2,0.65,0.3,0.02
096_142,0.13,0.54,0.21,0.01
096_432,0.25,0.55,0.31,0.01
096_110,0.39,0.75,0.47,0.0
096_127,0.13,0.72,0.25,0.01
096_364,0.13,0.63,0.24,0.01
096_453,0.18,0.52,0.24,0.0
096_063,0.63,0.8,0.67,0.02
096_251,0.23,0.68,0.34,0.03
096_534,0.19,0.66,0.28,0.0
096_288,0.16,0.62,0.26,0.02
096_073,0.22,0.59,0.3,0.01
096_038,0.2,0.73,0.31,0.0
096_153,0.12,0.57,0.21,0.0
096_252,0.4,0.67,0.45,0.0
096_012,0.17,0.79,0.34,0.09
096_196,0.14,0.53,0.22,0.0
096_015,0.28,0.64,0.36,0.02
096_441,0.2,0.66,0.29,0.0
096_117,0.54,0.71,0.57,0.0
096_465,0.13,0.66,0.25,0.04
096_152,0.47,0.69,0.52,0.01
096_386,0.21,0.55,0.28,0.0
096_444,0.16,0.56,0.24,0.01
096_053,0.21,0.79,0.36,0.07
096_058,0.23,0.67,0.32,0.0
096_649,0.22,0.58,0.35,0.1
096_002,0.14,0.5,0.21,0.01
096_366,0.13,0.55,0.21,0.0
096_211,0.18,0.61,0.27,0.01
096_539,0.15,0.49,0.23,0.02
096_397,0.17,0.51,0.34,0.2
096_231,0.11,0.54,0.2,0.0
096_466,0.17,0.76,0.36,0.14
096_505,0.15,0.51,0.22,0.01
096_578,0.41,0.68,0.46,0.0
096_189,0.12,0.53,0.22,0.03
096_474,0.28,0.7,0.37,0.0
096_478,0.81,0.58,0.76,0.0
096_511,0.24,0.69,0.33,0.0
096_224,0.15,0.57,0.34,0.21
096_010,0.38,0.72,0.47,0.04
096_351,0.11,0.54,0.2,0.01
096_278,0.14,0.64,0.26,0.04
096_610,0.19,0.58,0.28,0.04
096_525,0.16,0.71,0.32,0.1
096_352,0.31,0.62,0.38,0.01
096_356,0.26,0.72,0.45,0.19
096_482,0.34,0.56,0.39,0.0
096_447,0.24,0.6,0.31,0.0
096_008,0.24,0.58,0.32,0.03
096_618,0.19,0.73,0.39,0.18
096_263,0.33,0.73,0.41,0.0
096_632,0.16,0.67,0.26,0.0
096_236,0.83,0.61,0.78,0.0
096_273,0.53,0.73,0.66,0.17
096_378,0.14,0.56,0.22,0.0
096_651,0.37,0.43,0.55,0.35
096_296,0.23,0.76,0.37,0.08
096_613,0.48,0.68,0.52,0.0
096_163,0.13,0.66,0.24,0.0
096_048,0.17,0.59,0.26,0.0
096_634,0.23,0.81,0.37,0.05
096_564,0.16,0.61,0.26,0.02
096_547,0.33,0.81,0.46,0.08
096_591,0.47,0.64,0.51,0.0
096_185,0.67,0.79,0.79,0.19
096_394,0.14,0.51,0.26,0.09
096_489,0.14,0.55,0.22,0.0
096_428,0.22,0.56,0.29,0.01
096_653,0.4,0.35,0.57,0.37
096_498,0.12,0.55,0.21,0.01
096_329,0.24,0.66,0.32,0.0
096_300,0.16,0.67,0.28,0.04
096_016,0.15,0.54,0.23,0.0
096_158,0.29,0.59,0.35,0.0
096_206,0.12,0.56,0.21,0.0
096_458,0.16,0.54,0.23,0.0
096_083,0.11,0.7,0.3,0.14
096_086,0.6,0.77,0.64,0.02
096_242,0.16,0.53,0.25,0.02
096_620,0.11,0.66,0.23,0.03
096_434,0.15,0.69,0.26,0.0
096_222,0.11,0.6,0.22,0.01
096_440,0.57,0.73,0.6,0.0
096_120,0.19,0.57,0.26,0.0
096_131,0.2,0.78,0.37,0.11
096_503,0.33,0.65,0.4,0.02
096_130,0.24,0.61,0.32,0.0
096_333,0.63,0.61,0.73,0.2
096_467,0.2,0.52,0.26,0.0
096_409,0.43,0.71,0.49,0.0
096_234,0.19,0.6,0.29,0.04
096_114,0.14,0.52,0.22,0.01
096_327,0.2,0.53,0.27,0.0
096_290,0.31,0.56,0.37,0.01
096_521,0.14,0.5,0.22,0.01
096_576,0.68,0.79,0.7,0.0
096_486,0.29,0.58,0.35,0.01
096_346,0.22,0.69,0.36,0.1
096_205,0.15,0.56,0.23,0.0
096_011,0.21,0.74,0.33,0.03
096_350,0.24,0.51,0.31,0.02
096_115,0.51,0.8,0.59,0.03
096_422,0.52,0.71,0.55,0.0
096_375,0.13,0.56,0.22,0.01
096_451,0.28,0.6,0.35,0.01
096_314,0.28,0.67,0.36,0.01
096_543,0.14,0.54,0.27,0.1
096_568,0.14,0.72,0.25,0.0
096_464,0.37,0.63,0.43,0.02
096_159,0.23,0.75,0.34,0.01
096_619,0.25,0.73,0.39,0.09
096_269,0.18,0.64,0.35,0.16
096_019,0.15,0.72,0.3,0.08
096_204,0.19,0.56,0.27,0.0
096_311,0.17,0.56,0.26,0.03
096_586,0.14,0.52,0.22,0.01
096_442,0.29,0.58,0.35,0.0
096_457,0.21,0.62,0.3,0.03
096_530,0.14,0.53,0.22,0.0
096_574,0.11,0.54,0.2,0.0
096_261,0.2,0.54,0.27,0.0
096_524,0.44,0.65,0.58,0.18
096_096,0.23,0.58,0.33,0.06
096_143,0.13,0.56,0.22,0.01
096_556,0.31,0.83,0.43,0.04
096_312,0.3,0.8,0.44,0.08
096_642,0.29,0.64,0.5,0.28
096_628,0.36,0.71,0.44,0.02
096_200,0.32,0.73,0.41,0.01
096_137,0.17,0.72,0.3,0.05
096_123,0.21,0.64,0.3,0.01
096_164,0.12,0.55,0.21,0.0
096_647,0.53,0.55,0.7,0.34
096_571,0.45,0.57,0.47,0.0
096_437,0.25,0.7,0.34,0.0
096_061,0.16,0.63,0.26,0.01
096_134,0.19,0.61,0.28,0.0
096_182,0.18,0.5,0.24,0.0
096_294,0.16,0.52,0.23,0.0
096_191,0.25,0.75,0.42,0.15
096_502,0.12,0.47,0.19,0.0
096_608,0.15,0.57,0.23,0.0
096_208,0.38,0.59,0.44,0.03
096_631,0.29,0.34,0.33,0.05
096_643,0.22,0.73,0.41,0.18
096_005,0.14,0.53,0.22,0.0
096_605,0.14,0.53,0.23,0.02
096_270,0.2,0.51,0.35,0.17
096_365,0.16,0.54,0.23,0.0
096_389,0.25,0.63,0.32,0.0
096_546,0.17,0.69,0.36,0.17
096_021,0.24,0.64,0.32,0.0
096_309,0.18,0.51,0.25,0.0
096_013,0.12,0.55,0.22,0.03
096_579,0.23,0.6,0.31,0.02
096_068,0.12,0.63,0.25,0.04
096_093,0.19,0.65,0.38,0.19
096_623,0.37,0.6,0.41,0.0
096_529,0.1,0.55,0.2,0.01
096_184,0.14,0.56,0.22,0.0
096_283,0.15,0.54,0.23,0.0
096_542,0.2,0.62,0.4,0.23
096_228,0.32,0.75,0.42,0.04
096_357,0.14,0.65,0.27,0.05
096_322,0.12,0.54,0.21,0.0
096_187,0.2,0.64,0.29,0.0
096_383,0.15,0.56,0.23,0.0
096_039,0.08,0.53,0.26,0.17
096_449,0.12,0.54,0.21,0.0
096_001,0.38,0.6,0.43,0.0
096_176,0.16,0.66,0.26,0.0
096_587,0.25,0.56,0.34,0.06
096_339,0.13,0.7,0.29,0.09
096_644,0.34,0.39,0.51,0.32
096_423,0.11,0.63,0.23,0.03
096_363,0.19,0.63,0.29,0.02
096_180,0.18,0.72,0.29,0.0
096_599,0.24,0.54,0.3,0.0
096_370,0.11,0.46,0.19,0.03
096_483,0.21,0.58,0.28,0.0
096_074,0.14,0.53,0.21,0.0
096_321,0.19,0.72,0.3,0.01
096_584,0.29,0.62,0.36,0.0
096_541,0.16,0.68,0.29,0.05
096_554,0.11,0.57,0.22,0.02
096_387,0.16,0.53,0.23,0.0
096_056,0.21,0.72,0.33,0.03
096_267,0.25,0.6,0.38,0.12
096_258,0.14,0.65,0.3,0.11
096_402,0.45,0.73,0.5,0.0
096_509,0.11,0.55,0.2,0.01
096_570,0.79,0.83,0.8,0.01
096_373,0.32,0.55,0.36,0.0
096_433,0.61,0.76,0.64,0.0
096_493,0.43,0.74,0.49,0.0
096_199,0.31,0.63,0.37,0.0
096_604,0.33,0.65,0.5,0.22
096_299,0.23,0.55,0.32,0.04
096_593,0.15,0.57,0.26,0.05
096_562,0.12,0.59,0.22,0.02
096_071,0.33,0.56,0.37,0.0
096_490,0.3,0.5,0.37,0.06
096_215,0.12,0.58,0.21,0.01
096_274,0.14,0.53,0.22,0.01
096_354,0.12,0.7,0.24,0.0
096_059,0.38,0.49,0.58,0.36
096_635,0.43,0.79,0.51,0.01
096_316,0.51,0.64,0.63,0.19
096_415,0.14,0.47,0.2,0.0
096_118,0.38,0.66,0.45,0.01
096_512,0.1,0.58,0.24,0.08
096_140,0.17,0.44,0.25,0.06
096_638,0.13,0.51,0.21,0.0
096_641,0.23,0.74,0.38,0.1
096_301,0.56,0.75,0.6,0.01
096_194,0.13,0.51,0.21,0.01
096_560,0.15,0.57,0.25,0.03
096_225,0.71,0.77,0.73,0.01
096_218,0.26,0.59,0.32,0.0
096_523,0.29,0.65,0.38,0.04
096_514,0.15,0.54,0.23,0.02
096_413,0.2,0.56,0.27,0.0
096_149,0.39,0.69,0.45,0.01
096_606,0.23,0.74,0.34,0.02
096_272,0.76,0.86,0.83,0.1
096_359,0.45,0.65,0.5,0.02
096_532,0.18,0.56,0.26,0.0
096_371,0.09,0.67,0.21,0.01
096_094,0.15,0.58,0.24,0.01
096_209,0.12,0.69,0.24,0.01
096_480,0.43,0.68,0.48,0.0
096_545,0.15,0.62,0.3,0.12
096_566,0.12,0.53,0.21,0.0
096_577,0.2,0.71,0.4,0.2
096_107,0.14,0.69,0.28,0.05
096_238,0.18,0.63,0.27,0.0
096_400,0.16,0.71,0.27,0.0
096_614,0.13,0.63,0.27,0.09
096_573,0.18,0.55,0.25,0.0
096_032,0.26,0.81,0.4,0.06
096_385,0.23,0.55,0.32,0.05
096_192,0.24,0.62,0.33,0.02
096_066,0.26,0.7,0.36,0.03
096_072,0.42,0.7,0.5,0.05
096_170,0.15,0.69,0.28,0.05
096_132,0.13,0.54,0.21,0.0
096_535,0.46,0.78,0.52,0.0
096_557,0.12,0.58,0.22,0.02
096_504,0.18,0.6,0.26,0.0
096_372,0.29,0.55,0.36,0.02
096_077,0.26,0.67,0.36,0.05
096_426,0.71,0.8,0.73,0.01
096_399,0.5,0.75,0.55,0.0
096_064,0.15,0.54,0.23,0.0
096_277,0.18,0.53,0.28,0.07
096_087,0.23,0.63,0.32,0.02
096_331,0.34,0.64,0.4,0.0
096_318,0.13,0.54,0.22,0.02
096_090,0.31,0.77,0.42,0.03
096_306,0.15,0.63,0.25,0.01
096_596,0.12,0.54,0.21,0.0
096_295,0.21,0.78,0.38,0.1
096_006,0.16,0.75,0.32,0.09
096_241,0.24,0.63,0.33,0.03
096_484,0.31,0.56,0.37,0.02
096_017,0.21,0.63,0.3,0.02
096_418,0.39,0.52,0.42,0.01
096_027,0.15,0.78,0.32,0.09
096_462,0.12,0.55,0.21,0.0
096_549,0.11,0.52,0.2,0.0
096_227,0.12,0.66,0.23,0.0
096_247,0.18,0.63,0.29,0.04
096_617,0.17,0.71,0.33,0.09
096_624,0.12,0.65,0.24,0.02
096_144,0.24,0.59,0.31,0.01
096_239,0.12,0.5,0.2,0.0
096_335,0.2,0.53,0.39,0.24
096_045,0.33,0.72,0.49,0.15
096_583,0.25,0.53,0.31,0.01
096_607,0.22,0.54,0.29,0.01
096_119,0.22,0.74,0.39,0.14
096_054,0.15,0.6,0.26,0.03
096_098,0.21,0.46,0.3,0.07
096_336,0.28,0.66,0.42,0.12
096_431,0.25,0.54,0.31,0.0
096_328,0.22,0.62,0.3,0.0
096_611,0.2,0.59,0.28,0.0
096_487,0.1,0.59,0.31,0.22
096_146,0.17,0.56,0.25,0.0
096_147,0.12,0.57,0.21,0.0
096_248,0.41,0.74,0.49,0.03
096_040,0.18,0.5,0.25,0.01
096_448,0.12,0.52,0.2,0.0
096_639,0.75,0.81,0.76,0.0
096_470,0.53,0.63,0.55,0.0
096_633,0.15,0.74,0.29,0.04
096_338,0.14,0.54,0.25,0.06
096_156,0.17,0.55,0.25,0.0
096_506,0.15,0.6,0.24,0.0
096_361,0.16,0.52,0.23,0.0
096_031,0.25,0.57,0.32,0.0
096_112,0.15,0.56,0.24,0.0
096_407,0.12,0.6,0.23,0.03
096_138,0.27,0.54,0.36,0.07
096_298,0.48,0.77,0.55,0.03
096_020,0.23,0.71,0.33,0.01
096_452,0.5,0.69,0.54,0.0
096_404,0.12,0.58,0.21,0.0
096_481,0.13,0.53,0.21,0.0
096_029,0.43,0.77,0.5,0.01
096_150,0.28,0.58,0.35,0.01
096_401,0.14,0.53,0.21,0.0
096_051,0.12,0.53,0.21,0.0
096_438,0.15,0.57,0.23,0.0
096_232,0.11,0.43,0.22,0.09
096_414,0.19,0.6,0.32,0.1
096_025,0.12,0.52,0.2,0.0
096_304,0.19,0.49,0.31,0.13
096_519,0.1,0.73,0.24,0.02
096_622,0.19,0.5,0.25,0.0
096_582,0.34,0.72,0.51,0.19
096_229,0.11,0.59,0.22,0.02
096_018,0.33,0.64,0.41,0.03
096_377,0.15,0.51,0.23,0.01
096_501,0.16,0.52,0.23,0.0
096_390,0.44,0.53,0.57,0.22
096_080,0.13,0.66,0.24,0.01
096_088,0.2,0.74,0.34,0.06
096_544,0.11,0.67,0.22,0.0
096_508,0.21,0.57,0.29,0.01
096_103,0.26,0.63,0.33,0.0
096_537,0.12,0.5,0.2,0.0
096_036,0.26,0.66,0.34,0.0
096_069,0.33,0.58,0.38,0.0
096_550,0.14,0.57,0.28,0.1
096_201,0.25,0.46,0.3,0.01
096_014,0.52,0.75,0.58,0.03
096_003,0.18,0.57,0.27,0.01
096_198,0.11,0.57,0.2,0.0
096_379,0.12,0.52,0.2,0.01
096_099,0.12,0.6,0.22,0.0
096_479,0.11,0.5,0.19,0.0
096_595,0.27,0.56,0.33,0.0
096_368,0.48,0.69,0.52,0.0
096_101,0.22,0.55,0.29,0.0
096_259,0.18,0.5,0.28,0.06
096_460,0.14,0.54,0.23,0.01
096_348,0.57,0.71,0.6,0.01
096_555,0.16,0.63,0.26,0.0
096_421,0.21,0.5,0.28,0.02
096_332,0.2,0.65,0.31,0.03
096_349,0.2,0.53,0.27,0.02
096_408,0.28,0.52,0.33,0.0
096_310,0.25,0.46,0.42,0.26
096_337,0.11,0.58,0.33,0.26
096_391,0.17,0.57,0.25,0.0
096_538,0.46,0.64,0.49,0.0
096_471,0.12,0.61,0.23,0.02
096_243,0.26,0.57,0.33,0.01
096_652,0.65,0.59,0.83,0.39
096_412,0.15,0.54,0.23,0.01
096_527,0.11,0.55,0.21,0.02
096_226,0.22,0.65,0.32,0.01
096_089,0.38,0.76,0.51,0.11
096_302,0.35,0.66,0.41,0.0
096_035,0.18,0.65,0.28,0.01
096_254,0.16,0.48,0.24,0.05
096_646,0.26,0.6,0.39,0.12
096_004,0.21,0.7,0.34,0.07
096_057,0.21,0.74,0.39,0.14
096_367,0.45,0.72,0.5,0.0
096_266,0.28,0.62,0.38,0.05
096_124,0.18,0.73,0.32,0.07
096_250,0.14,0.53,0.22,0.0
096_317,0.49,0.7,0.54,0.02
096_436,0.25,0.65,0.33,0.0
096_403,0.74,0.81,0.75,0.0
096_195,0.24,0.56,0.31,0.0
096_219,0.14,0.54,0.22,0.0
096_260,0.21,0.54,0.28,0.0
096_171,0.15,0.73,0.36,0.18
096_382,0.19,0.57,0.28,0.03
096_446,0.71,0.79,0.73,0.01
096_454,0.17,0.6,0.27,0.03
096_601,0.25,0.69,0.34,0.01
096_256,0.17,0.73,0.28,0.0
096_028,0.17,0.65,0.28,0.03
096_472,0.14,0.55,0.22,0.01
096_141,0.25,0.74,0.42,0.15
096_233,0.11,0.58,0.28,0.15
096_500,0.23,0.53,0.3,0.01
096_280,0.32,0.75,0.43,0.05
096_183,0.13,0.64,0.26,0.07
096_495,0.18,0.54,0.25,0.0
096_640,0.13,0.52,0.21,0.0
096_569,0.18,0.58,0.34,0.16
096_106,0.14,0.59,0.23,0.0
096_067,0.1,0.6,0.21,0.03
096_567,0.2,0.78,0.37,0.11
096_496,0.21,0.71,0.31,0.02
096_330,0.13,0.55,0.22,0.01
096_186,0.45,0.72,0.56,0.1
096_630,0.14,0.5,0.21,0.0
096_468,0.14,0.54,0.22,0.0
096_419,0.12,0.54,0.21,0.0
096_326,0.25,0.51,0.49,0.37
096_320,0.17,0.54,0.24,0.0
096_515,0.17,0.74,0.3,0.02
096_213,0.16,0.64,0.26,0.0
096_122,0.27,0.58,0.33,0.0
096_297,0.19,0.64,0.28,0.0
096_079,0.4,0.61,0.45,0.0
096_047,0.72,0.77,0.79,0.11
096_216,0.12,0.53,0.2,0.01
096_313,0.68,0.79,0.7,0.0
096_220,0.17,0.55,0.25,0.01
096_497,0.12,0.6,0.23,0.03
096_315,0.32,0.57,0.38,0.02
096_598,0.29,0.72,0.38,0.0
096_037,0.22,0.81,0.38,0.08
096_100,0.18,0.59,0.27,0.02
096_197,0.16,0.49,0.22,0.0
096_085,0.21,0.67,0.31,0.02
096_469,0.38,0.64,0.44,0.0
096_485,0.25,0.6,0.32,0.0
096_393,0.15,0.49,0.23,0.02
096_561,0.16,0.48,0.23,0.02
096_445,0.12,0.55,0.22,0.02
096_034,0.22,0.57,0.29,0.0
096_629,0.24,0.77,0.41,0.12
096_417,0.17,0.47,0.23,0.0
096_060,0.14,0.68,0.27,0.04
096_626,0.19,0.7,0.3,0.01
096_102,0.24,0.65,0.34,0.05
096_129,0.12,0.5,0.2,0.01
096_202,0.2,0.55,0.27,0.0
096_237,0.12,0.53,0.2,0.0
096_425,0.22,0.58,0.29,0.0
096_240,0.2,0.74,0.32,0.04
096_041,0.18,0.7,0.28,0.0
096_139,0.25,0.58,0.31,0.0
096_177,0.37,0.66,0.48,0.1
096_475,0.19,0.56,0.27,0.01
096_476,0.22,0.68,0.31,0.0
096_398,0.28,0.58,0.34,0.0
096_621,0.17,0.62,0.27,0.02
096_264,0.19,0.72,0.32,0.05
096_055,0.11,0.71,0.24,0.02
096_113,0.14,0.54,0.23,0.01
096_097,0.13,0.65,0.27,0.06
096_345,0.23,0.8,0.39,0.09
096_461,0.25,0.58,0.32,0.01
096_111,0.14,0.68,0.26,0.03
096_223,0.37,0.63,0.43,0.01
096_405,0.14,0.58,0.23,0.0
096_427,0.57,0.78,0.62,0.01
096_092,0.28,0.69,0.37,0.02
096_023,0.57,0.56,0.7,0.26
096_046,0.14,0.51,0.22,0.01
096_212,0.14,0.53,0.22,0.0
096_095,0.26,0.59,0.38,0.12
096_559,0.19,0.51,0.27,0.03
096_009,0.47,0.82,0.57,0.06
096_049,0.17,0.6,0.26,0.0
096_597,0.12,0.53,0.2,0.0
096_145,0.12,0.53,0.2,0.0
096_081,0.39,0.73,0.49,0.06
096_340,0.23,0.56,0.3,0.0
096_281,0.47,0.57,0.49,0.0
096_325,0.53,0.77,0.59,0.01
096_355,0.18,0.65,0.27,0.0
096_477,0.15,0.53,0.23,0.0
096_154,0.11,0.7,0.26,0.05
096_648,0.19,0.43,0.25,0.04
096_169,0.45,0.73,0.52,0.03
096_253,0.13,0.45,0.22,0.05
096_374,0.58,0.71,0.61,0.0
096_323,0.22,0.58,0.3,0.0
096_650,0.27,0.59,0.39,0.1
096_075,0.26,0.65,0.34,0.02
096_303,0.3,0.53,0.36,0.03
096_133,0.14,0.55,0.23,0.01
096_050,0.13,0.55,0.21,0.0
096_420,0.27,0.61,0.35,0.03
096_244,0.12,0.5,0.2,0.0
096_166,0.14,0.54,0.22,0.01
096_065,0.2,0.69,0.3,0.01
096_307,0.23,0.51,0.28,0.0
096_615,0.46,0.66,0.5,0.0
096_167,0.14,0.55,0.23,0.01
096_645,0.2,0.47,0.33,0.16
096_459,0.13,0.53,0.21,0.0
096_105,0.16,0.53,0.24,0.0
096_443,0.19,0.55,0.26,0.0
096_203,0.21,0.67,0.33,0.06
096_091,0.1,0.69,0.22,0.0
096_178,0.19,0.72,0.3,0.0
096_007,0.1,0.58,0.2,0.01
096_262,0.55,0.69,0.58,0.0
096_592,0.16,0.36,0.31,0.22
096_552,0.28,0.75,0.38,0.02
096_435,0.17,0.59,0.26,0.02
096_042,0.28,0.65,0.36,0.0
096_235,0.14,0.55,0.25,0.07
096_406,0.17,0.59,0.25,0.0
096_024,0.28,0.64,0.37,0.03
096_289,0.17,0.6,0.3,0.1
096_173,0.18,0.5,0.27,0.05
096_126,0.36,0.73,0.44,0.0
096_044,0.16,0.73,0.29,0.02
096_358,0.36,0.61,0.43,0.03
096_121,0.16,0.59,0.25,0.01
096_353,0.19,0.76,0.3,0.0
096_600,0.33,0.65,0.4,0.0
096_246,0.25,0.41,0.28,0.0
096_275,0.21,0.6,0.29,0.0
096_518,0.14,0.5,0.21,0.0
096_637,0.23,0.66,0.32,0.0
096_581,0.15,0.52,0.22,0.01
096_249,0.11,0.58,0.21,0.02
096_293,0.15,0.5,0.22,0.0
096_625,0.21,0.58,0.29,0.01
096_388,0.7,0.8,0.74,0.04
096_230,0.13,0.54,0.22,0.0
096_308,0.16,0.48,0.23,0.02
096_026,0.1,0.59,0.2,0.01
096_602,0.11,0.55,0.21,0.02
096_078,0.11,0.54,0.2,0.0
096_076,0.27,0.76,0.36,0.0
096_347,0.13,0.56,0.21,0.0
096_161,0.16,0.65,0.38,0.25
096_572,0.27,0.72,0.45,0.17
096_160,0.12,0.55,0.21,0.02
096_062,0.13,0.5,0.22,0.02
096_369,0.13,0.54,0.22,0.01
096_162,0.22,0.69,0.33,0.03
096_155,0.11,0.7,0.24,0.02
096_636,0.15,0.56,0.28,0.1
096_553,0.18,0.49,0.29,0.11
096_291,0.19,0.76,0.37,0.13
096_157,0.29,0.7,0.4,0.05
096_210,0.51,0.66,0.55,0.02
096_522,0.22,0.66,0.31,0.01
096_594,0.12,0.54,0.2,0.0
096_324,0.17,0.67,0.27,0.0
096_580,0.25,0.64,0.36,0.06
096_411,0.18,0.65,0.39,0.24
096_376,0.23,0.59,0.3,0.0
096_575,0.15,0.56,0.23,0.0
096_510,0.13,0.69,0.26,0.03
096_627,0.24,0.44,0.41,0.26
096_285,0.24,0.59,0.33,0.03
096_188,0.25,0.71,0.34,0.01
096_455,0.33,0.51,0.37,0.01
096_551,0.31,0.75,0.4,0.0
096_172,0.14,0.46,0.24,0.06
096_588,0.18,0.68,0.28,0.01
096_343,0.47,0.7,0.52,0.0
096_516,0.24,0.58,0.3,0.0
096_450,0.14,0.55,0.22,0.0
096_125,0.2,0.59,0.3,0.06
096_104,0.12,0.53,0.2,0.0
096_384,0.23,0.47,0.35,0.15
096_499,0.62,0.75,0.65,0.01
096_136,0.21,0.65,0.32,0.05
096_585,0.15,0.73,0.33,0.12
096_190,0.39,0.61,0.45,0.02
096_456,0.11,0.47,0.21,0.05
096_082,0.31,0.58,0.47,0.22
096_084,0.16,0.63,0.26,0.01
096_565,0.35,0.78,0.46,0.05
096_520,0.17,0.66,0.28,0.02
096_563,0.8,0.84,0.83,0.05
096_287,0.22,0.73,0.34,0.03
096_342,0.12,0.54,0.21,0.0
096_070,0.22,0.67,0.32,0.01
096_429,0.27,0.6,0.34,0.0
096_616,0.12,0.56,0.22,0.01
096_341,0.2,0.57,0.28,0.01
096_245,0.21,0.68,0.3,0.0
096_292,0.13,0.52,0.21,0.01
096_603,0.19,0.66,0.37,0.17
096_168,0.21,0.69,0.31,0.0
096_473,0.15,0.69,0.26,0.0
096_214,0.18,0.57,0.26,0.0
096_526,0.2,0.55,0.27,0.01
096_207,0.17,0.55,0.25,0.0
096_033,0.26,0.67,0.35,0.02
096_536,0.11,0.53,0.2,0.0
096_305,0.16,0.63,0.26,0.02
096_255,0.17,0.67,0.29,0.04
096_135,0.28,0.58,0.35,0.01
096_362,0.71,0.79,0.73,0.0
096_022,0.38,0.62,0.45,0.04
096_395,0.27,0.66,0.36,0.04
096_491,0.12,0.56,0.21,0.0
096_193,0.18,0.66,0.27,0.0
096_430,0.23,0.74,0.35,0.03
096_488,0.12,0.59,0.22,0.03
096_533,0.26,0.62,0.33,0.0
096_109,0.17,0.76,0.37,0.16
096_265,0.21,0.76,0.37,0.1
096_344,0.33,0.79,0.45,0.06
096_286,0.19,0.53,0.3,0.09
096_276,0.27,0.71,0.39,0.07
096_517,0.44,0.67,0.49,0.0
096_492,0.17,0.65,0.27,0.01
096_528,0.12,0.69,0.24,0.01
096_268,0.1,0.69,0.24,0.04
096_494,0.13,0.57,0.23,0.01
096_609,0.18,0.65,0.28,0.0
096_221,0.15,0.54,0.24,0.02
096_590,0.49,0.81,0.59,0.06
096_052,0.23,0.56,0.3,0.0
096_175,0.22,0.61,0.31,0.03
096_396,0.63,0.46,0.62,0.05
096_282,0.26,0.66,0.34,0.0
096_148,0.13,0.55,0.22,0.01
105_472,0.81,0.82,0.82,0.01
105_283,0.33,0.62,0.39,0.01
105_361,0.45,0.69,0.5,0.01
105_406,0.2,0.66,0.3,0.0
105_607,0.2,0.58,0.29,0.02
105_301,0.23,0.63,0.33,0.04
105_297,0.17,0.66,0.27,0.01
105_558,0.2,0.59,0.32,0.08
105_041,0.28,0.73,0.37,0.01
105_220,0.28,0.66,0.36,0.0
105_273,0.32,0.67,0.52,0.25
105_313,0.24,0.69,0.34,0.02
105_233,0.17,0.6,0.36,0.22
105_214,0.29,0.6,0.36,0.01
105_082,0.33,0.56,0.51,0.26
105_296,0.32,0.79,0.48,0.12
105_315,0.42,0.57,0.46,0.03
105_514,0.23,0.65,0.33,0.02
105_556,0.54,0.9,0.65,0.07
105_212,0.21,0.6,0.29,0.01
105_467,0.18,0.57,0.26,0.01
105_078,0.25,0.58,0.32,0.01
105_235,0.17,0.51,0.29,0.1
105_180,0.24,0.78,0.36,0.02
105_610,0.39,0.66,0.46,0.03
105_260,0.24,0.6,0.31,0.01
105_321,0.2,0.73,0.36,0.11
105_577,0.27,0.72,0.5,0.27
105_592,0.23,0.4,0.38,0.23
105_545,0.21,0.65,0.36,0.14
105_584,0.28,0.61,0.35,0.02
105_152,0.2,0.61,0.29,0.01
105_181,0.18,0.66,0.29,0.02
105_366,0.38,0.65,0.44,0.01
105_549,0.13,0.52,0.22,0.01
105_298,0.33,0.81,0.45,0.05
105_221,0.39,0.65,0.46,0.03
105_243,0.13,0.54,0.22,0.02
105_478,0.38,0.67,0.45,0.01
105_461,0.18,0.66,0.28,0.02
105_074,0.19,0.55,0.27,0.01
105_609,0.23,0.69,0.33,0.02
105_269,0.16,0.65,0.35,0.19
105_274,0.19,0.56,0.27,0.01
105_519,0.31,0.8,0.42,0.02
105_044,0.26,0.78,0.39,0.05
105_582,0.34,0.74,0.55,0.25
105_330,0.16,0.6,0.25,0.02
105_227,0.21,0.7,0.32,0.01
105_572,0.18,0.71,0.37,0.17
105_188,0.26,0.73,0.36,0.02
105_037,0.25,0.86,0.42,0.09
105_650,0.24,0.62,0.38,0.13
105_570,0.21,0.68,0.31,0.01
105_120,0.38,0.65,0.44,0.01
105_649,0.18,0.55,0.32,0.14
105_379,0.37,0.67,0.43,0.0
